Community Profile Data by Municipality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
* Further explanation on Notes sheet,,,,,,Population Characteristics,,,,,,,,,,,,C&I Properties,General Housing Characteristics,,,,,,Units by Year Structure Built*,,,,,,,,,Units by Structure Type,,,,,,,,,Occupied Housing Units Primary Heating Fuels,,,,,,Means of Transportation to Work,,,,,,,,
Municipality,County,Muni and County,Year,Square Miles,Mun Inde,Population ,% White ,% Black ,"% Asian, Pacific Islander, and Hawaiian ",% Other,% Hispanic or Latino Origin*,Households,Median Household Income,Percent of Population in Poverty,Low and Moderate Income*,NJ DCA MRI Score*,NJ DCA MRI Rank*,Commercial & Industrial Properties  (2018 Tax Data),Total Housing Units*,Total Occupied Housing Units,% Occupied housing units ,% Owner-occupied,% Renter-occupied,<75% Occupied*,2010 or later,2000 to 2009,1990 to 1999,1980 to 1989,1970 to 1979,1960 to 1969,1950 to 1959,1940 to 1949,1939 or earlier,"1-unit, detached","1-unit, attached",2 units,3 or 4 units,5 to 9 units,10 to 19 units,20 or more,Mobile home,"Boat, RV, etc.",Utility gas,Electricity,"Bottled, tank, or LP gas","Fuel oil, kerosene, etc.",Wood,Other or no heating fuel,Total Workers,"Car, truck, or van",Public transport,Taxicab,Motorcycle,Bicycle,Walked,Other means,Worked at home
Saddle River borough,Bergen,"Saddle River borough, Bergen",2015,5.0,441,"3,229",88%,3%,9%,0%,9%,"1,176","$121,026",1.3%,,10,540,20,"1,291","1,176",91%,84%,16%,,0,271,240,156,164,115,74,47,224,"1,027",68,52,0,40,0,104,0,0,86%,2%,0%,8%,0%,4%,"1,397",86%,7%,0%,0%,0%,2%,0%,5%
Saddle River borough,Bergen,"Saddle River borough, Bergen",2020,5.0,441,"3,180",68%,5%,21%,7%,4%,"1,259","$169,018",3.0%,,6,560,20,"1,366","1,259",92%,88%,12%,,140,211,256,320,93,57,171,8,110,"1,080",117,8,0,8,30,123,0,0,91%,4%,1%,2%,0%,1%,"1,380",78%,4%,0%,0%,0%,2%,1%,15%
Salem city,Salem,"Salem city, Salem",2015,2.8,442,"4,997",33%,60%,0%,7%,9%,"1,980","$26,320",39.6%,Yes,97,2,133,"2,623","1,980",76%,36%,64%,,100,176,101,207,149,202,416,309,963,"1,047",701,272,151,151,219,82,0,0,46%,15%,1%,37%,0%,1%,"1,550",88%,7%,0%,0%,0%,5%,0%,0%
Salem city,Salem,"Salem city, Salem",2020,2.8,442,"4,761",30%,63%,0%,6%,11%,"2,011","$22,125",44.1%,Yes,99,2,133,"2,730","2,011",74%,34%,66%,Yes,51,9,130,105,119,284,517,420,"1,095","1,045",605,261,321,221,98,157,22,0,49%,22%,1%,28%,0%,0%,"1,387",82%,4%,0%,0%,0%,2%,4%,7%
Sandyston township,Sussex,"Sandyston township, Sussex",2015,42.1,443,"1,939",91%,3%,3%,2%,7%,752,"$74,875",7.1%,,23,311,53,922,752,82%,89%,11%,,3,63,80,87,170,75,218,58,168,907,7,0,8,0,0,0,0,0,2%,9%,16%,57%,14%,2%,943,89%,2%,0%,0%,0%,3%,0%,7%
Sandyston township,Sussex,"Sandyston township, Sussex",2020,42.1,443,"1,893",97%,0%,0%,3%,1%,726,"$88,594",3.5%,,25,297,53,902,726,81%,92%,9%,,15,120,41,69,149,109,166,52,181,882,9,0,0,0,0,0,11,0,1%,8%,15%,63%,8%,4%,909,91%,2%,0%,0%,0%,0%,0%,6%
Sayreville borough,Middlesex,"Sayreville borough, Middlesex",2015,17.6,444,"44,051",66%,14%,17%,3%,12%,"15,641","$80,386",6.6%,,24,292,466,"16,732","15,641",94%,68%,33%,,195,"1,072","1,829","2,567","1,608","4,014","3,861",731,855,"9,114","2,456",578,545,598,"2,034","1,378",29,0,85%,10%,1%,3%,0%,1%,"22,029",85%,8%,0%,0%,0%,1%,0%,5%
Sayreville borough,Middlesex,"Sayreville borough, Middlesex",2020,17.6,444,"44,243",62%,13%,17%,9%,19%,"16,780","$82,693",5.3%,,28,247,466,"17,252","16,780",97%,62%,38%,,506,"1,481","1,861","3,638","2,271","2,377","3,376",459,"1,283","8,619","2,470",916,844,"1,137","2,082","1,166",18,0,84%,10%,2%,4%,0%,1%,"23,677",81%,9%,1%,0%,0%,0%,1%,7%
Scotch Plains township,Union,"Scotch Plains township, Union",2015,9.1,445,"23,954",76%,12%,9%,3%,7%,"8,361","$110,908",2.3%,,15,469,248,"8,729","8,361",96%,78%,22%,,50,655,947,"1,021",783,"1,228","2,205",921,919,"6,603",584,271,482,62,195,510,0,22,85%,6%,0%,8%,0%,0%,"11,961",79%,14%,0%,0%,0%,1%,0%,6%
Scotch Plains township,Union,"Scotch Plains township, Union",2020,9.1,445,"24,221",73%,9%,9%,9%,11%,"8,614","$139,664",3.2%,,14,488,248,"8,929","8,614",97%,84%,16%,,194,543,599,679,786,"1,493","2,714","1,013",908,"6,715",614,360,290,161,269,520,0,0,88%,6%,1%,5%,0%,0%,"12,333",75%,11%,0%,0%,0%,0%,0%,13%
Sea Bright borough,Monmouth,"Sea Bright borough, Monmouth",2015,1.2,446,"1,387",96%,1%,0%,3%,10%,721,"$83,244",11.4%,,25,274,72,"1,133",721,64%,64%,36%,Yes,6,92,5,202,350,100,67,49,262,374,197,38,80,97,146,201,0,0,60%,38%,1%,0%,0%,2%,755,81%,10%,0%,0%,0%,4%,0%,4%
Sea Bright borough,Monmouth,"Sea Bright borough, Monmouth",2020,1.2,446,"1,293",94%,2%,1%,3%,5%,719,"$91,601",8.4%,,18,416,72,"1,078",719,67%,62%,38%,Yes,91,39,9,233,323,80,101,5,197,329,227,47,72,130,107,166,0,0,59%,39%,2%,0%,0%,0%,663,63%,27%,0%,0%,0%,1%,3%,5%
Sea Girt borough,Monmouth,"Sea Girt borough, Monmouth",2015,1.1,447,"1,683",99%,0%,0%,0%,1%,742,"$108,333",2.9%,,11,530,42,"1,281",742,58%,93%,7%,Yes,0,227,36,60,107,155,263,155,278,"1,234",5,8,0,4,0,4,26,0,93%,3%,1%,4%,0%,0%,692,81%,4%,0%,0%,3%,2%,1%,10%
Sea Girt borough,Monmouth,"Sea Girt borough, Monmouth",2020,1.1,447,"1,725",100%,0%,0%,0%,2%,695,"$164,602",1.7%,,10,542,42,"1,136",695,61%,96%,4%,Yes,88,157,75,49,44,156,217,159,191,"1,089",0,4,15,0,0,28,0,0,93%,4%,0%,3%,0%,0%,632,85%,4%,0%,0%,3%,1%,2%,6%
Sea Isle City city,Cape May,"Sea Isle City city, Cape May",2015,2.8,448,"1,788",99%,0%,0%,1%,1%,983,"$66,683",8.8%,,25,262,184,"6,885",983,14%,83%,17%,Yes,49,"1,754",845,"1,954","1,072",610,164,133,304,968,"3,552","1,289",182,302,177,415,0,0,69%,27%,1%,2%,0%,1%,664,82%,1%,0%,0%,2%,8%,2%,5%
Sea Isle City city,Cape May,"Sea Isle City city, Cape May",2020,2.8,448,"2,122",99%,0%,1%,1%,1%,"1,105","$76,875",6.5%,,25,296,184,"6,894","1,105",16%,93%,7%,Yes,542,"1,910",894,"1,710",847,252,207,180,352,936,"4,351",720,142,252,239,254,0,0,75%,23%,0%,1%,0%,0%,711,80%,1%,0%,0%,1%,4%,1%,13%
Seaside Heights borough,Ocean,"Seaside Heights borough, Ocean",2015,0.7,449,"2,885",87%,0%,2%,10%,37%,"1,104","$33,958",25.3%,Yes,83,6,155,"2,907","1,104",38%,21%,79%,Yes,19,133,52,373,355,323,556,758,338,"1,022",61,677,386,374,156,231,0,0,73%,24%,2%,0%,0%,2%,"1,372",66%,16%,0%,0%,5%,9%,0%,4%
Seaside Heights borough,Ocean,"Seaside Heights borough, Ocean",2020,0.7,449,"2,917",74%,3%,4%,19%,25%,"1,285",-,29.5%,Yes,72,13,155,"2,972","1,285",43%,33%,67%,Yes,28,127,11,547,307,483,531,346,592,"1,417",50,449,329,532,40,155,0,0,72%,24%,2%,2%,0%,0%,"1,040",76%,2%,8%,0%,0%,3%,11%,0%
Seaside Park borough,Ocean,"Seaside Park borough, Ocean",2015,1.1,450,"1,543",98%,1%,0%,1%,0%,855,"$72,981",6.8%,,28,224,49,"2,711",855,32%,72%,28%,Yes,11,212,177,206,175,308,452,320,850,"1,479",197,524,240,168,58,45,0,0,83%,15%,0%,1%,1%,1%,672,87%,4%,0%,0%,6%,2%,0%,2%
Seaside Park borough,Ocean,"Seaside Park borough, Ocean",2020,1.1,450,"1,752",98%,0%,0%,1%,1%,945,"$70,859",9.0%,,24,312,49,"2,645",945,36%,73%,27%,Yes,211,180,87,407,205,222,460,305,568,"1,731",73,294,237,159,92,30,29,0,86%,12%,1%,1%,0%,0%,679,86%,3%,0%,0%,0%,2%,0%,9%
Secaucus town,Hudson,"Secaucus town, Hudson",2015,6.6,451,"18,170",61%,3%,27%,10%,18%,"6,751","$86,061",7.5%,,26,254,422,"7,359","6,751",92%,59%,41%,,236,"1,068",222,"1,448","1,350",853,832,293,"1,057","2,388",809,"1,515",647,172,369,"1,459",0,0,75%,17%,3%,5%,0%,0%,"8,973",64%,27%,0%,0%,0%,5%,1%,3%
Secaucus town,Hudson,"Secaucus town, Hudson",2020,6.6,451,"20,667",59%,5%,29%,8%,20%,"7,672","$125,142",6.4%,,20,382,422,"8,120","7,672",95%,57%,43%,,"1,209","1,086",261,811,"1,297",904,999,297,"1,256","2,498",639,"1,230",687,251,293,"2,459",63,0,68%,25%,2%,4%,0%,1%,"10,265",56%,26%,0%,0%,0%,3%,1%,13%
Shamong township,Burlington,"Shamong township, Burlington",2015,45.0,452,"6,447",96%,1%,2%,1%,3%,"2,244","$94,777",4.7%,,21,344,53,"2,299","2,244",98%,95%,5%,,0,113,375,549,797,202,51,97,115,"2,024",48,0,0,0,0,0,227,0,38%,6%,9%,44%,1%,1%,"3,457",92%,2%,0%,0%,0%,1%,0%,5%
Shamong township,Burlington,"Shamong township, Burlington",2020,45.0,452,"6,385",89%,1%,4%,6%,3%,"2,173","$113,817",2.8%,,19,395,53,"2,173","2,173",100%,94%,6%,,0,86,338,514,876,45,125,33,156,"1,972",18,0,0,0,0,16,167,0,67%,4%,4%,24%,1%,0%,"3,019",92%,1%,0%,0%,0%,0%,0%,6%
Shiloh borough,Cumberland,"Shiloh borough, Cumberland",2015,1.2,453,492,94%,0%,1%,5%,4%,194,"$67,292",6.1%,,32,168,12,225,194,86%,72%,28%,,0,12,13,0,15,31,37,12,105,199,7,16,0,0,0,3,0,0,19%,4%,2%,75%,1%,1%,247,96%,0%,0%,2%,0%,0%,1%,1%
Shiloh borough,Cumberland,"Shiloh borough, Cumberland",2020,1.2,453,368,82%,1%,5%,12%,3%,135,"$59,931",10.6%,Yes,43,79,12,149,135,91%,71%,29%,,0,7,13,9,17,23,9,0,71,117,0,23,0,0,0,7,2,0,43%,4%,1%,46%,4%,1%,175,98%,2%,0%,0%,0%,0%,0%,0%
Ship Bottom borough,Ocean,"Ship Bottom borough, Ocean",2015,1.0,454,914,95%,2%,0%,3%,2%,443,"$63,977",3.8%,,24,287,139,"1,999",443,22%,89%,11%,Yes,16,245,95,230,170,419,291,201,332,"1,437",65,386,61,3,8,39,0,0,86%,14%,0%,0%,0%,1%,366,86%,3%,0%,0%,0%,2%,1%,8%
Ship Bottom borough,Ocean,"Ship Bottom borough, Ocean",2020,1.0,454,"1,074",100%,0%,0%,0%,2%,508,"$81,250",4.3%,,20,390,139,"2,153",508,24%,89%,11%,Yes,188,315,154,184,209,359,301,192,251,"1,762",33,164,77,42,27,48,0,0,83%,15%,0%,1%,1%,0%,439,90%,3%,0%,0%,0%,2%,0%,5%
Shrewsbury borough,Monmouth,"Shrewsbury borough, Monmouth",2015,2.2,455,"3,923",97%,1%,1%,1%,5%,"1,370","$116,087",1.9%,,11,527,168,"1,457","1,370",94%,92%,8%,,15,218,130,123,87,129,470,112,173,"1,324",125,8,0,0,0,0,0,0,84%,2%,0%,12%,1%,1%,"1,822",83%,8%,0%,0%,0%,1%,0%,8%
Shrewsbury borough,Monmouth,"Shrewsbury borough, Monmouth",2020,2.2,455,"4,082",93%,0%,4%,2%,2%,"1,374","$142,870",1.3%,,11,533,168,"1,382","1,374",99%,92%,8%,,149,44,66,179,28,68,467,96,285,"1,306",58,0,0,11,0,7,0,0,91%,2%,1%,7%,0%,0%,"1,760",79%,6%,0%,0%,0%,0%,0%,15%
Shrewsbury township,Monmouth,"Shrewsbury township, Monmouth",2015,0.1,456,"1,181",75%,13%,7%,5%,21%,546,"$50,909",16.3%,Yes,38,98,0,629,546,87%,51%,50%,,0,47,40,90,42,83,97,180,50,18,264,10,43,115,77,89,13,0,62%,27%,1%,8%,0%,2%,641,83%,3%,1%,0%,1%,5%,3%,3%
Shrewsbury township,Monmouth,"Shrewsbury township, Monmouth",2020,0.1,456,"1,309",47%,23%,10%,20%,6%,551,"$80,240",6.3%,,33,178,0,573,551,96%,65%,35%,,0,11,12,81,37,139,76,172,45,36,326,11,48,98,37,10,7,0,77%,13%,3%,5%,0%,2%,905,85%,6%,0%,0%,0%,2%,5%,2%
Somerdale borough,Camden,"Somerdale borough, Camden",2015,1.4,457,"5,298",64%,23%,5%,8%,8%,"2,143","$51,633",10.3%,Yes,36,121,143,"2,290","2,143",94%,70%,31%,,97,53,59,129,303,476,794,175,204,"1,606",101,57,87,32,279,128,0,0,80%,10%,1%,8%,0%,1%,"2,676",87%,8%,0%,0%,0%,1%,1%,2%
Somerdale borough,Camden,"Somerdale borough, Camden",2020,1.4,457,"5,479",59%,29%,3%,10%,11%,"2,171","$73,498",8.5%,,35,149,143,"2,314","2,171",94%,75%,25%,,173,41,108,161,370,487,719,119,136,"1,595",171,20,94,82,144,202,6,0,83%,11%,1%,3%,0%,2%,"2,901",84%,10%,0%,0%,0%,2%,0%,4%
Somers Point city,Atlantic,"Somers Point city, Atlantic",2015,5.0,458,"10,776",78%,13%,5%,4%,12%,"4,540","$50,450",12.8%,Yes,44,61,275,"5,421","4,540",84%,55%,45%,,14,220,225,644,"1,084","1,732",693,245,564,"2,884",294,296,360,263,962,324,38,0,81%,13%,0%,5%,0%,0%,"5,380",86%,8%,0%,0%,0%,2%,0%,3%
Somers Point city,Atlantic,"Somers Point city, Atlantic",2020,5.0,458,"10,250",73%,14%,6%,7%,13%,"4,343","$63,150",11.3%,Yes,44,75,275,"5,535","4,343",79%,57%,43%,,23,229,221,692,"1,432","1,251",849,306,532,"3,098",282,269,211,210,973,489,3,0,82%,13%,2%,2%,0%,2%,"5,101",89%,1%,0%,0%,1%,4%,0%,5%
Somerville borough,Somerset,"Somerville borough, Somerset",2015,2.3,459,"12,212",71%,11%,12%,7%,23%,"4,548","$70,643",6.4%,,30,194,402,"5,549","4,548",82%,56%,45%,,24,21,110,403,709,712,"1,204",803,"1,563","2,549",236,758,541,454,334,671,0,6,76%,13%,1%,8%,0%,1%,"6,491",83%,2%,1%,0%,0%,7%,1%,6%
Somerville borough,Somerset,"Somerville borough, Somerset",2020,2.3,459,"12,139",66%,13%,12%,9%,22%,"4,722","$86,842",5.7%,,34,158,402,"5,242","4,722",90%,45%,55%,,107,41,130,338,468,"1,056","1,210",647,"1,245","2,233",271,697,474,350,218,990,9,0,73%,19%,0%,6%,0%,2%,"6,386",85%,2%,1%,0%,0%,5%,1%,6%
South Amboy city,Middlesex,"South Amboy city, Middlesex",2015,2.0,460,"8,787",89%,4%,4%,3%,13%,"3,775","$64,293",6.9%,,31,174,157,"3,928","3,775",96%,65%,35%,,9,484,344,238,53,448,823,239,"1,290","2,210",511,452,205,133,54,354,9,0,79%,9%,2%,10%,0%,1%,"4,268",86%,9%,0%,0%,0%,2%,0%,3%
South Amboy city,Middlesex,"South Amboy city, Middlesex",2020,2.0,460,"8,868",74%,10%,3%,14%,23%,"3,584","$81,742",5.4%,,30,204,157,"3,807","3,584",94%,53%,47%,,207,349,206,39,158,398,610,392,"1,448","1,794",426,539,426,343,0,279,0,0,78%,13%,3%,5%,0%,0%,"4,904",86%,7%,0%,0%,1%,2%,0%,5%
South Bound Brook borough,Somerset,"South Bound Brook borough, Somerset",2015,0.7,461,"4,612",73%,10%,5%,13%,33%,"1,605","$72,180",8.5%,,29,218,40,"1,851","1,605",87%,61%,39%,,29,169,63,85,281,307,499,225,193,"1,004",95,389,156,40,123,44,0,0,79%,18%,0%,3%,0%,0%,"2,439",88%,4%,0%,0%,1%,5%,0%,2%
South Bound Brook borough,Somerset,"South Bound Brook borough, Somerset",2020,0.7,461,"4,541",58%,15%,10%,17%,32%,"1,646","$86,667",4.3%,,29,217,40,"1,806","1,646",91%,58%,42%,,121,181,67,187,135,362,254,145,354,952,165,294,106,116,52,121,0,0,78%,14%,4%,3%,0%,1%,"2,413",89%,4%,0%,0%,0%,0%,2%,5%
South Brunswick township,Middlesex,"South Brunswick township, Middlesex",2015,41.0,462,"44,875",48%,8%,40%,3%,6%,"15,396","$109,551",3.8%,,16,455,562,"16,076","15,396",96%,76%,24%,,177,"1,699","4,084","4,623","2,124","1,415","1,323",219,412,"8,672","3,465",243,376,861,"1,420",678,361,0,87%,8%,1%,3%,0%,0%,"22,458",87%,8%,0%,0%,0%,1%,0%,3%
South Brunswick township,Middlesex,"South Brunswick township, Middlesex",2020,41.0,462,"45,517",39%,8%,47%,7%,7%,"15,981","$124,070",2.9%,,17,436,562,"16,727","15,981",96%,78%,22%,,"1,101","1,585","4,623","4,361","1,908","1,361","1,062",321,405,"9,029","3,329",256,412,"1,006","1,484",851,360,0,87%,10%,1%,2%,0%,0%,"23,596",75%,10%,0%,0%,0%,1%,2%,13%
South Hackensack township,Bergen,"South Hackensack township, Bergen",2015,0.7,463,"2,705",66%,9%,3%,23%,42%,925,"$63,693",10.0%,,34,141,222,930,925,100%,43%,57%,,0,45,78,42,74,193,235,64,199,312,69,439,67,16,5,18,4,0,81%,10%,6%,3%,0%,0%,"1,349",73%,9%,1%,0%,0%,10%,5%,2%
South Hackensack township,Bergen,"South Hackensack township, Bergen",2020,0.7,463,"2,670",77%,1%,2%,21%,58%,844,"$85,625",6.9%,,34,154,222,903,844,94%,48%,52%,,0,12,94,53,172,200,176,87,109,360,51,427,26,0,35,4,0,0,89%,6%,1%,4%,0%,1%,"1,509",89%,5%,0%,0%,0%,2%,2%,1%
South Harrison township,Gloucester,"South Harrison township, Gloucester",2015,16.0,464,"3,161",90%,9%,0%,1%,6%,"1,014","$116,375",1.3%,,18,415,24,"1,053","1,014",96%,96%,4%,,21,243,213,213,116,71,39,15,122,980,6,0,0,0,0,0,67,0,39%,9%,22%,26%,4%,1%,"1,563",95%,0%,0%,0%,0%,0%,0%,4%
South Harrison township,Gloucester,"South Harrison township, Gloucester",2020,16.0,464,"3,143",97%,1%,1%,1%,6%,999,"$127,612",6.7%,,23,333,24,"1,088",999,92%,94%,6%,,81,269,214,212,73,145,25,6,63,"1,046",0,0,17,0,0,0,25,0,57%,10%,11%,19%,1%,2%,"1,478",85%,1%,0%,0%,1%,1%,0%,12%
South Orange Village township,Essex,"South Orange Village township, Essex",2015,2.8,465,"16,305",65%,26%,5%,4%,5%,"5,253","$116,727",10.6%,,20,389,182,"5,585","5,253",94%,69%,32%,,71,259,231,391,163,408,663,463,"2,936","3,539",157,287,125,165,347,965,0,0,81%,5%,2%,10%,0%,2%,"7,368",60%,27%,0%,0%,0%,3%,0%,10%
South Orange Village township,Essex,"South Orange Village township, Essex",2020,2.8,465,"16,634",65%,25%,5%,6%,7%,"5,172","$150,817",7.6%,,19,396,182,"5,571","5,172",93%,69%,31%,,481,242,151,304,208,673,625,387,"2,500","3,397",197,310,127,53,206,"1,281",0,0,78%,12%,2%,8%,0%,1%,"8,464",49%,29%,0%,0%,0%,6%,2%,14%
South Plainfield borough,Middlesex,"South Plainfield borough, Middlesex",2015,8.3,466,"23,871",64%,10%,18%,8%,15%,"8,018","$86,404",4.8%,,22,330,548,"8,255","8,018",97%,81%,19%,,84,860,727,937,822,"1,272","2,457",505,591,"6,579",414,327,61,99,490,285,0,0,90%,3%,0%,6%,0%,0%,"12,010",89%,6%,0%,0%,0%,0%,0%,3%
South Plainfield borough,Middlesex,"South Plainfield borough, Middlesex",2020,8.3,466,"23,961",60%,14%,14%,12%,17%,"8,198","$108,244",3.1%,,22,357,548,"8,464","8,198",97%,86%,14%,,278,606,413,710,916,"1,701","2,406",787,647,"6,720",425,420,65,183,257,394,0,0,86%,7%,1%,5%,0%,1%,"12,723",87%,3%,0%,0%,0%,1%,0%,8%
South River borough,Middlesex,"South River borough, Middlesex",2015,2.9,467,"16,274",78%,7%,5%,10%,24%,"5,374","$62,972",11.4%,,37,113,213,"5,970","5,374",90%,67%,33%,,0,201,370,225,487,983,"1,645",667,"1,392","3,934",170,830,401,182,183,240,30,0,90%,3%,1%,5%,0%,1%,"7,861",87%,4%,0%,0%,1%,3%,1%,4%
South River borough,Middlesex,"South River borough, Middlesex",2020,2.9,467,"15,874",81%,7%,4%,9%,23%,"5,905","$77,382",12.3%,,37,125,213,"6,207","5,905",95%,62%,38%,,64,329,440,280,550,954,"1,688",708,"1,194","4,143",100,722,368,156,298,408,12,0,90%,4%,3%,2%,0%,1%,"7,385",87%,6%,2%,0%,0%,2%,1%,3%
South Toms River borough,Ocean,"South Toms River borough, Ocean",2015,1.2,468,"3,706",62%,22%,0%,16%,21%,"1,075","$66,250",13.7%,,48,45,57,"1,139","1,075",94%,81%,19%,,0,51,39,31,177,513,253,43,32,"1,112",0,0,9,9,0,5,4,0,94%,3%,0%,3%,0%,0%,"1,568",92%,2%,0%,0%,1%,1%,2%,1%
South Toms River borough,Ocean,"South Toms River borough, Ocean",2020,1.2,468,"3,676",61%,23%,1%,15%,30%,"1,049","$85,271",13.9%,,43,80,57,"1,123","1,049",93%,75%,25%,,41,99,0,18,78,604,226,16,41,"1,092",11,0,0,20,0,0,0,0,96%,1%,1%,1%,0%,0%,"1,618",95%,0%,0%,0%,1%,1%,1%,2%
Southampton township,Burlington,"Southampton township, Burlington",2015,44.4,469,"10,402",96%,2%,0%,1%,3%,"4,646","$55,432",5.6%,Yes,29,207,181,"4,977","4,646",93%,91%,9%,,27,403,514,"1,043","1,476",596,458,93,367,"4,530",149,48,14,0,0,0,233,3,19%,39%,10%,27%,4%,1%,"4,160",91%,1%,0%,0%,0%,1%,0%,7%
Southampton township,Burlington,"Southampton township, Burlington",2020,44.4,469,"10,139",93%,2%,1%,4%,4%,"4,422","$66,583",6.1%,Yes,29,220,181,"4,741","4,422",93%,95%,5%,,31,373,480,844,"1,691",495,344,52,431,"4,231",223,7,0,0,0,4,276,0,25%,37%,11%,22%,3%,2%,"4,268",89%,0%,0%,0%,0%,0%,0%,10%
Sparta township,Sussex,"Sparta township, Sussex",2015,38.8,470,"19,440",92%,2%,3%,2%,5%,"6,533","$131,182",2.8%,,14,492,368,"7,223","6,533",90%,90%,10%,,47,914,914,"1,341",991,800,967,417,832,"6,408",275,69,223,115,51,82,0,0,17%,5%,15%,60%,1%,1%,"9,590",89%,3%,0%,0%,0%,1%,1%,7%
Sparta township,Sussex,"Sparta township, Sussex",2020,38.8,470,"18,681",92%,1%,3%,4%,7%,"6,628","$137,372",4.1%,,15,461,368,"7,320","6,628",91%,89%,12%,,115,788,913,"1,378","1,020",661,"1,078",457,910,"6,442",574,40,38,11,39,131,45,0,19%,7%,12%,58%,1%,2%,"9,619",83%,3%,0%,0%,0%,1%,1%,13%
Spotswood borough,Middlesex,"Spotswood borough, Middlesex",2015,2.4,471,"8,413",92%,3%,2%,3%,8%,"3,275","$74,696",5.8%,,24,285,61,"3,419","3,275",96%,83%,17%,,42,209,193,449,454,717,947,193,215,"2,313",179,127,82,0,56,368,294,0,83%,6%,6%,4%,0%,1%,"3,942",87%,5%,0%,0%,0%,2%,2%,4%
Spotswood borough,Middlesex,"Spotswood borough, Middlesex",2020,2.4,471,"8,255",84%,4%,7%,5%,12%,"3,150","$85,703",4.6%,,28,241,61,"3,216","3,150",98%,79%,21%,,29,121,289,416,373,697,827,252,212,"2,073",226,42,61,24,142,286,362,0,79%,6%,7%,5%,0%,4%,"3,884",86%,3%,1%,0%,0%,1%,1%,9%
Spring Lake borough,Monmouth,"Spring Lake borough, Monmouth",2015,1.5,472,"2,989",98%,1%,1%,0%,3%,"1,216","$101,500",4.2%,,15,483,99,"2,122","1,216",57%,84%,16%,Yes,10,163,151,171,130,131,223,75,"1,068","1,764",34,26,68,26,0,179,25,0,90%,2%,0%,6%,0%,1%,"1,210",78%,1%,0%,0%,2%,7%,0%,11%
Spring Lake borough,Monmouth,"Spring Lake borough, Monmouth",2020,1.5,472,"2,922",94%,0%,4%,2%,0%,"1,393","$86,838",7.1%,,19,401,99,"2,181","1,393",64%,82%,18%,Yes,162,377,78,88,106,138,268,104,860,"1,902",44,57,8,0,0,170,0,0,92%,6%,0%,2%,0%,0%,930,65%,13%,1%,0%,2%,0%,2%,17%
Spring Lake Heights borough,Monmouth,"Spring Lake Heights borough, Monmouth",2015,1.3,473,"4,683",95%,1%,4%,1%,4%,"2,262","$72,353",3.7%,,20,386,77,"2,776","2,262",82%,57%,43%,,10,147,103,340,580,697,459,103,337,"1,334",385,61,150,386,160,300,0,0,77%,17%,1%,4%,0%,0%,"2,324",75%,8%,2%,1%,2%,3%,0%,8%
Spring Lake Heights borough,Monmouth,"Spring Lake Heights borough, Monmouth",2020,1.3,473,"4,530",98%,0%,1%,0%,3%,"2,191","$90,511",2.8%,,19,399,77,"2,452","2,191",89%,65%,36%,,39,151,83,301,547,729,377,128,97,"1,139",569,68,181,164,171,160,0,0,77%,17%,0%,5%,0%,1%,"2,429",73%,8%,1%,0%,1%,2%,1%,14%
Springfield township,Burlington,"Springfield township, Burlington",2015,29.6,474,"3,390",90%,4%,2%,4%,9%,"1,144","$105,852",6.1%,,19,391,74,"1,190","1,144",96%,93%,7%,,0,106,275,229,122,167,106,36,149,"1,161",4,10,15,0,0,0,0,0,20%,11%,10%,50%,7%,1%,"1,621",92%,2%,0%,0%,0%,1%,1%,4%
Springfield township,Burlington,"Springfield township, Burlington",2020,29.6,474,"3,260",92%,3%,2%,3%,5%,"1,210","$121,250",2.8%,,23,340,74,"1,304","1,210",93%,92%,8%,,102,194,185,237,142,147,93,53,151,"1,266",19,5,5,5,4,0,0,0,19%,9%,21%,45%,5%,2%,"1,803",87%,2%,0%,0%,0%,2%,1%,7%
Springfield township,Union,"Springfield township, Union",2015,5.2,475,"17,101",79%,6%,10%,5%,8%,"7,068","$99,211",4.8%,,18,418,299,"7,453","7,068",95%,65%,35%,,181,514,609,426,851,"1,096","2,392",772,612,"3,944",610,308,754,183,519,"1,129",6,0,84%,10%,1%,4%,0%,1%,"9,010",83%,11%,0%,0%,0%,1%,1%,4%
Springfield township,Union,"Springfield township, Union",2020,5.2,475,"17,432",70%,11%,12%,7%,15%,"6,797","$123,212",4.5%,,17,425,299,"6,938","6,797",98%,61%,39%,,377,588,509,596,419,"1,095","2,027",658,669,"3,806",373,201,617,411,390,"1,140",0,0,83%,12%,1%,3%,0%,0%,"9,879",76%,8%,0%,0%,0%,2%,1%,13%
Stafford township,Ocean,"Stafford township, Ocean",2015,54.7,476,"26,766",95%,2%,1%,3%,8%,"10,200","$69,268",7.6%,,27,231,438,"13,697","10,200",75%,83%,17%,,249,"2,670","3,413","2,115","2,698","1,799",393,105,255,"12,186",384,224,57,99,196,190,361,0,81%,13%,2%,3%,0%,1%,"11,851",94%,1%,0%,0%,0%,1%,1%,3%
