Municipality,County,Municipality,Year,Utility,Residential Electricity,Commercial Electricity,Industrial Electricity,Street Lighting Electricity,Total Electricity (kWh),Utility,Residential Natural Gas,Commercial Natural Gas,Industrial Natural Gas,Street Lighting Natural Gas,Total Natural Gas (Therms),Mun_inde
Tuckerton borough,Ocean,"Tuckerton borough, Ocean County",2018,ACE,27040177,22343134,906005,159370,50448686,NJNG,1088679,284887,NULL,NULL,1373566,497
Tuckerton borough,Ocean,"Tuckerton borough, Ocean County",2019,ACE,25443436,21908206,880575,159870,48392087,NJNG,1021377,269592,NULL,NULL,1290969,497
Tuckerton borough,Ocean,"Tuckerton borough, Ocean County",2020,ACE,25898718,21441304,1013269,161376,48514667,NJNG,941625,245592,NULL,NULL,1187217,497
Tuckerton borough,Ocean,"Tuckerton borough, Ocean County",2021,ACE,26001476,21734272,1022574,161681,48920003,NJNG,1010601,260499,NULL,NULL,1271100,497
Union Beach borough,Monmouth,"Union Beach borough, Monmouth County",2015,JCPL,18214724,4855246,17353297,157959,40581226,NJNG,1601919,447881,NULL,NULL,2049800,498
Union Beach borough,Monmouth,"Union Beach borough, Monmouth County",2016,JCPL,NULL,NULL,NULL,NULL,NULL,NJNG,1492546,629006,NULL,NULL,2121552,498
Union Beach borough,Monmouth,"Union Beach borough, Monmouth County",2017,JCPL,NULL,NULL,NULL,NULL,NULL,NJNG,1536623,618916,NULL,NULL,2155539,498
Union Beach borough,Monmouth,"Union Beach borough, Monmouth County",2018,JCPL,18669382,4740856,18009667,158100,41578005,NJNG,1800786,629582,NULL,NULL,2430368,498
Union Beach borough,Monmouth,"Union Beach borough, Monmouth County",2019,JCPL,18063779,4668291,14814311,158622,37705003,NJNG,1744500,631570,NULL,NULL,2376070,498
Union Beach borough,Monmouth,"Union Beach borough, Monmouth County",2020,JCPL,18198317,4556895,9852143,161340,32768695,NJNG,2254540,362839,NULL,NULL,2617379,498
Union Beach borough,Monmouth,"Union Beach borough, Monmouth County",2021,JCPL,19514017,4523286,12444870,161508,36643681,NJNG,2344414,431682,NULL,NULL,2776096,498
Union City city,Hudson,"Union City city, Hudson County",2015,PSEG,102228854,128351764,5941418,8367204,244889240,PSEG,9460245,11059040,560504,NULL,21079789,499
Union City city,Hudson,"Union City city, Hudson County",2016,PSEG,102788892,127507112,5769756,9276148,245341908,PSEG,8052325,9627761,497643,NULL,18177729,499
Union City city,Hudson,"Union City city, Hudson County",2017,PSEG,98942646,125816856,5971647,10304293,241035442,PSEG,8626995,10158215,520413,NULL,19305622,499
Union City city,Hudson,"Union City city, Hudson County",2018,PSEG,103824622,130885283,5472334,10362004,250544243,PSEG,9478417,11264745,624651,NULL,21367813,499
Union City city,Hudson,"Union City city, Hudson County",2019,PSEG,99753821,127551363,4873701,10544940,242723825,PSEG,9047292,10927182,538834,NULL,20513309,499
Union City city,Hudson,"Union City city, Hudson County",2020,PSEG,102967360,121360024,4865630,9768874,238961888,PSEG,8375347,9505067,463592,NULL,18344006,499
Union City city,Hudson,"Union City city, Hudson County",2021,PSEG,102749228,122126885,4343086,11539251,240758450,PSEG,8846899,10101274,501961,NULL,19450135,499
Union township,Hunterdon,"Union township, Hunterdon County",2015,JCPL,25217749,37542741,262720,29970,63053180,ETG,534777,336798,NULL,NULL,871575,500
Union township,Hunterdon,"Union township, Hunterdon County",2016,JCPL,NULL,NULL,NULL,NULL,NULL,ETG,551636,354983,NULL,NULL,906619,500
Union township,Hunterdon,"Union township, Hunterdon County",2017,JCPL,NULL,NULL,NULL,NULL,NULL,ETG,581734,352998,NULL,NULL,934733,500
Union township,Hunterdon,"Union township, Hunterdon County",2018,JCPL,25048061,34279247,262640,40408,59630356,ETG,670522,363271,NULL,NULL,1033793,500
Union township,Hunterdon,"Union township, Hunterdon County",2019,JCPL,24278690,31999928,273800,50783,56603201,ETG,15024534,9241952,2533818,NULL,26800304,500
Union township,Hunterdon,"Union township, Hunterdon County",2020,JCPL,24493796,28233381,116240,48218,52891635,ETG,956930,530598,NULL,NULL,1487528,500
Union township,Hunterdon,"Union township, Hunterdon County",2021,JCPL,25076851,28642443,62880,42801,53824975,ETG,1226950,708250,23134,NULL,1958333,500
Union township,Union,"Union township, Union County",2015,PSEG,143263619,258251094,59062189,3548248,464125150,ETG/PSEG,14632126,8902923,2376995,3362382,29274426,501
Union township,Union,"Union township, Union County",2016,PSEG,142636865,254858547,55374826,3559040,456429278,ETG/PSEG,14313572,8963929,2533818,NULL,25811319,501
Union township,Union,"Union township, Union County",2017,PSEG,140730131,250470349,46327811,3170346,440698637,ETG/PSEG,16150359,10074119,2637280,NULL,28861758,501
Union township,Union,"Union township, Union County",2018,PSEG,143156305,244770540,47422995,4211774,439561614,ETG/PSEG,18304106,11908965,1753271,NULL,31966342,501
Union township,Union,"Union township, Union County",2019,PSEG,137575305,237339551,46306522,3394667,424616045,ETG/PSEG,17448532,11232200,302415,NULL,28983148,501
Union township,Union,"Union township, Union County",2020,PSEG,145195464,218035253,42661482,3752959,409645158,ETG/PSEG,25227762,15557890,7532176,NULL,48317829,501
Union township,Union,"Union township, Union County",2021,PSEG,145785974,212583653,40767486,3798341,402935454,ETG/PSEG,30209799,18946155,9318415,NULL,58474369,501
Upper Deerfield township,Cumberland,"Upper Deerfield township, Cumberland County",2015,PSEG/ACE,12926192,13114638,22479394,275795,43019999,SJG,766211,702137,2530844,NULL,3999192,502
Upper Deerfield township,Cumberland,"Upper Deerfield township, Cumberland County",2016,PSEG/ACE,12063153,12291426,22003468,275795,41300847,SJG,700622,601986,2500196,NULL,3802803,502
Upper Deerfield township,Cumberland,"Upper Deerfield township, Cumberland County",2017,PSEG/ACE,11365787,12050694,21662094,275590,40560716,SJG,716230,665501,2565446,NULL,3947177,502
Upper Deerfield township,Cumberland,"Upper Deerfield township, Cumberland County",2018,PSEG/ACE,8938285,9337568,19322646,274785,37873284,SJG,892430,815355,2434603,NULL,4142388,502
Upper Deerfield township,Cumberland,"Upper Deerfield township, Cumberland County",2019,PSEG/ACE,11033067,11720244,22300212,274786,45328309,SJG,862256,760938,2835488,NULL,4458683,502
Upper Deerfield township,Cumberland,"Upper Deerfield township, Cumberland County",2020,PSEG/ACE,11048325,9703528,22806987,274785,43833625,SJG,837712,779974,2707854,NULL,4325539,502
Upper Deerfield township,Cumberland,"Upper Deerfield township, Cumberland County",2021,PSEG/ACE,11668830,9575126,23055694,274785,44574435,SJG,946381,832673,2184155,NULL,3963208,502
Upper Freehold township,Monmouth,"Upper Freehold township, Monmouth County",2015,JCPL,29680034,11597629,146210,80076,41503949,PSEG,2081211,798652,NULL,NULL,2879864,503
Upper Freehold township,Monmouth,"Upper Freehold township, Monmouth County",2016,PSEG/JCPL,6310823,2939010,NULL,56879,9306712,PSEG,1943002,1208527,NULL,NULL,3151530,503
Upper Freehold township,Monmouth,"Upper Freehold township, Monmouth County",2017,PSEG/JCPL,5842507,2826097,NULL,56519,8725123,PSEG,1965254,411882,NULL,NULL,2377137,503
Upper Freehold township,Monmouth,"Upper Freehold township, Monmouth County",2018,JCPL,36908160,13284473,182925,136960,50512518,PSEG,2293869,884053,NULL,NULL,3177921,503
Upper Freehold township,Monmouth,"Upper Freehold township, Monmouth County",2019,JCPL,35089641,12544007,164227,136961,47934836,PSEG,2228413,843088,NULL,NULL,3071500,503
Upper Freehold township,Monmouth,"Upper Freehold township, Monmouth County",2020,JCPL,35458738,11342754,180606,136730,47118828,PSEG,2080713,815419,NULL,NULL,2896132,503
Upper Freehold township,Monmouth,"Upper Freehold township, Monmouth County",2021,JCPL,36747790,11293356,176664,127949,48345759,PSEG,2141794,892936,NULL,NULL,3034729,503
Upper Pittsgrove township,Salem,"Upper Pittsgrove township, Salem County",2015,ACE,19073818,8463905,530314,4595,28072632,SJG,184632,94593,NULL,NULL,279224,504
Upper Pittsgrove township,Salem,"Upper Pittsgrove township, Salem County",2016,ACE,17847094,8497956,591572,3635,26940257,SJG,160886,80870,NULL,NULL,241756,504
Upper Pittsgrove township,Salem,"Upper Pittsgrove township, Salem County",2017,ACE,17036573,8758580,676217,6051,26477421,SJG,169855,92055,NULL,NULL,261909,504
Upper Pittsgrove township,Salem,"Upper Pittsgrove township, Salem County",2018,ACE,17978556,9101672,702748,10924,27793900,SJG,222219,96393,NULL,NULL,318611,504
Upper Pittsgrove township,Salem,"Upper Pittsgrove township, Salem County",2019,ACE,17062587,9032072,648456,11511,26754626,SJG,202136,110739,NULL,NULL,312875,504
Upper Pittsgrove township,Salem,"Upper Pittsgrove township, Salem County",2020,ACE,17187197,8746253,660174,11505,26605129,SJG,206577,104246,NULL,NULL,310824,504
Upper Pittsgrove township,Salem,"Upper Pittsgrove township, Salem County",2021,ACE,17152220,9328652,671165,11508,27163545,SJG,245297,123149,NULL,NULL,368447,504
Upper Saddle River borough,Bergen,"Upper Saddle River borough, Bergen County",2015,RECO,44576569,25084418,NULL,NULL,69660987,PSEG,6253918,528314,21305,NULL,6803537,505
Upper Saddle River borough,Bergen,"Upper Saddle River borough, Bergen County",2016,RECO,44742295,21166497,NULL,NULL,65908792,PSEG,5263839,405673,16934,NULL,5686446,505
Upper Saddle River borough,Bergen,"Upper Saddle River borough, Bergen County",2017,RECO,42162362,20341229,NULL,134512,62638103,PSEG,5727871,447282,22178,NULL,6197331,505
Upper Saddle River borough,Bergen,"Upper Saddle River borough, Bergen County",2018,RECO,43863092,20948229,NULL,137160,64948481,PSEG,6274741,522769,24507,NULL,6822017,505
Upper Saddle River borough,Bergen,"Upper Saddle River borough, Bergen County",2019,RECO,42091267,19615546,NULL,134115,61840928,PSEG,6086421,541083,25440,NULL,6652943,505
Upper Saddle River borough,Bergen,"Upper Saddle River borough, Bergen County",2020,RECO,44358332,17632472,NULL,129896,62120700,PSEG,5766418,476950,23251,NULL,6266618,505
Upper Saddle River borough,Bergen,"Upper Saddle River borough, Bergen County",2021,RECO,43911642,18186867,NULL,135713,62234222,PSEG,5948103,485321,24498,NULL,6457922,505
Upper township,Cape May,"Upper township, Cape May County",2015,ACE,60050240,30681244,2616551,511962,93859997,SJG,1718406,1841864,3555,NULL,3563825,506
Upper township,Cape May,"Upper township, Cape May County",2016,ACE,56993089,28976740,3396630,518677,89885136,SJG,1488155,1609886,294,NULL,3098335,506
Upper township,Cape May,"Upper township, Cape May County",2017,ACE,53017008,26845615,12410888,520350,92793861,SJG,1595829,1582717,112,NULL,3178658,506
Upper township,Cape May,"Upper township, Cape May County",2018,ACE,57322619,27388609,15412667,527000,100650895,SJG,2013082,1568164,158,NULL,3581404,506
Upper township,Cape May,"Upper township, Cape May County",2019,ACE,39553589,21520188,9918873,527575,71520225,SJG,1868965,1333135,107,NULL,3202206,506
Upper township,Cape May,"Upper township, Cape May County",2020,ACE,54275520,27405157,1645167,536505,83862349,SJG,1794905,1314201,189,NULL,3109295,506
Upper township,Cape May,"Upper township, Cape May County",2021,ACE,54815016,27566419,1602720,547620,84531775,SJG,1956258,1275180,4846,NULL,3236284,506
Ventnor City city,Atlantic,"Ventnor City city, Atlantic County",2015,ACE,44133494,25071622,8240,905316,70118672,SJG,4539997,5309153,NULL,NULL,9849150,507
Ventnor City city,Atlantic,"Ventnor City city, Atlantic County",2016,ACE,42643624,22792388,9369,905274,66350655,SJG,3579752,4636173,NULL,NULL,8215925,507
Ventnor City city,Atlantic,"Ventnor City city, Atlantic County",2017,ACE,39642613,24960306,6716,906062,65515697,SJG,3681647,4776418,NULL,NULL,8458064,507
Ventnor City city,Atlantic,"Ventnor City city, Atlantic County",2018,ACE,43739120,26248258,5700,896128,70889206,SJG,4424790,5363463,NULL,NULL,9788253,507
Ventnor City city,Atlantic,"Ventnor City city, Atlantic County",2019,ACE,42326195,24470980,4575,901029,67702779,SJG,3998003,5086287,NULL,NULL,9084290,507
Ventnor City city,Atlantic,"Ventnor City city, Atlantic County",2020,ACE,43256613,22438651,NULL,895825,66591089,SJG,3562392,4682929,NULL,NULL,8245320,507
Ventnor City city,Atlantic,"Ventnor City city, Atlantic County",2021,ACE,43457983,23906842,NULL,894572,68259397,SJG,3965325,5001375,NULL,NULL,8966700,507
Vernon township,Sussex,"Vernon township, Sussex County",2015,RECO/JCPL,32920661,30918075,2697428,162720,66698884,ETG,1276836,1206534,NULL,NULL,2483370,508
Vernon township,Sussex,"Vernon township, Sussex County",2016,RECO/JCPL,424771,NULL,NULL,NULL,424771,ETG,1318109,1285297,NULL,NULL,2603405,508
Vernon township,Sussex,"Vernon township, Sussex County",2017,RECO/JCPL,418025,196098,NULL,NULL,614123,ETG,1398893,580644,NULL,NULL,1979537,508
Vernon township,Sussex,"Vernon township, Sussex County",2018,RECO/JCPL,31157022,29863759,2216561,163539,63400881,ETG,1570549,1430419,NULL,NULL,3000968,508
Vernon township,Sussex,"Vernon township, Sussex County",2019,RECO/JCPL,30235359,28412779,2201414,163531,61013083,ETG,1509963,1436743,NULL,NULL,2946707,508
Vernon township,Sussex,"Vernon township, Sussex County",2020,RECO/JCPL,31523790,25321132,1496349,163544,58504815,ETG,2302939,1294777,NULL,NULL,3597716,508
Vernon township,Sussex,"Vernon township, Sussex County",2021,RECO/JCPL,31967427,26748441,1788761,163536,60668165,ETG,2459674,1530291,NULL,NULL,3989966,508
Verona township,Essex,"Verona township, Essex County",2015,PSEG,42998169,35368551,625430,991063,79983213,PSEG,5094322,2293856,70769,NULL,7458947,509
Verona township,Essex,"Verona township, Essex County",2016,PSEG,42709565,33047434,628129,1006205,77391333,PSEG,4685824,2062686,56022,1121,6805653,509
Verona township,Essex,"Verona township, Essex County",2017,PSEG,40722842,32235911,697102,928694,74584549,PSEG,4705428,2094271,72483,1106,6873288,509
Verona township,Essex,"Verona township, Essex County",2018,PSEG,43174940,31911521,1051449,1016303,77154213,PSEG,5258837,2488690,83629,1032,7832188,509
Verona township,Essex,"Verona township, Essex County",2019,PSEG,41485280,30762715,858645,1016388,74123028,PSEG,5117092,2338755,76620,1118,7533584,509
Verona township,Essex,"Verona township, Essex County",2020,PSEG,43383806,28639577,824032,1044259,73891674,PSEG,4643222,2045264,66348,1121,6755955,509
Verona township,Essex,"Verona township, Essex County",2021,PSEG,43124859,28671284,805154,1061548,73662845,PSEG,4788526,2143519,65770,1137,6998951,509
Victory Gardens borough,Morris,"Victory Gardens borough, Morris County",2015,JCPL,3771866,1812467,NULL,34176,5618509,NJNG,294626,77996,NULL,NULL,372622,510
Victory Gardens borough,Morris,"Victory Gardens borough, Morris County",2016,JCPL,NULL,NULL,NULL,NULL,NULL,NJNG,278746,69072,NULL,NULL,347818,510
Victory Gardens borough,Morris,"Victory Gardens borough, Morris County",2017,JCPL,NULL,NULL,NULL,NULL,NULL,NJNG,289060,75528,NULL,NULL,364588,510
Victory Gardens borough,Morris,"Victory Gardens borough, Morris County",2018,JCPL,3734455,1915691,NULL,34176,5684322,NJNG,329298,86717,NULL,NULL,416015,510
Victory Gardens borough,Morris,"Victory Gardens borough, Morris County",2019,JCPL,3679959,1841313,NULL,34176,5555448,NJNG,322264,95104,NULL,NULL,417368,510
Victory Gardens borough,Morris,"Victory Gardens borough, Morris County",2020,JCPL,3618519,1719059,NULL,34176,5371754,NJNG,285911,71367,NULL,NULL,357278,510
Victory Gardens borough,Morris,"Victory Gardens borough, Morris County",2021,JCPL,3585295,1708625,NULL,34176,5328096,NJNG,286462,82772,NULL,NULL,369234,510
Vineland City,Cumberland,"Vineland City, Cumberland County",2015,MEU/ACE,7728197,6277729,655266,3174,14696123,SJG,13956104,14943492,44208042,NULL,73107637,511
Vineland City,Cumberland,"Vineland City, Cumberland County",2016,MEU/ACE,7333025,6535589,742280,3174,14666682,SJG,11396927,14975985,69233602,NULL,95606514,511
Vineland City,Cumberland,"Vineland City, Cumberland County",2017,MEU/ACE,6880289,6734211,766415,3174,14410334,SJG,11821650,14965674,62695753,NULL,89483077,511
Vineland City,Cumberland,"Vineland City, Cumberland County",2018,MEU/ACE,7246236,7136960,734040,3174,15120410,SJG,13891920,16311848,58970679,NULL,89174446,511
Vineland City,Cumberland,"Vineland City, Cumberland County",2019,MEU/ACE,6907402,7047651,503016,3174,14461243,SJG,12863826,18119749,40537007,NULL,71520581,511
Vineland City,Cumberland,"Vineland City, Cumberland County",2020,MEU/ACE,6775891,6163336,292590,3174,13234991,SJG,12199985,16495435,32310208,NULL,61005628,511
Vineland City,Cumberland,"Vineland City, Cumberland County",2021,MEU/ACE,7067087,6592592,219527,3173,13882379,SJG,13060462,17077638,29924472,NULL,60062572,511
Voorhees township,Camden,"Voorhees township, Camden County",2015,PSEG/ACE,90946482,179538399,9199901,1203827,314930122,SJG,8397121,5381372,11881,NULL,13790374,512
Voorhees township,Camden,"Voorhees township, Camden County",2016,PSEG/ACE,91824553,171086908,8382811,1207171,304699510,SJG,6880775,4675819,9407,NULL,11566000,512
Voorhees township,Camden,"Voorhees township, Camden County",2017,PSEG/ACE,84959585,171180983,5446294,1151712,293414332,SJG,7162533,4783235,9663,NULL,11955432,512
Voorhees township,Camden,"Voorhees township, Camden County",2018,PSEG/ACE,98548310,191435877,5025123,1116332,296125642,SJG,8517765,5356120,11660,NULL,13885545,512
Voorhees township,Camden,"Voorhees township, Camden County",2019,PSEG/ACE,93988871,178303370,4048940,1166840,277508021,SJG,7854067,5110843,9339,NULL,12974249,512
Voorhees township,Camden,"Voorhees township, Camden County",2020,PSEG/ACE,95619906,163856682,3916260,1213535,264606383,SJG,7260847,4648041,8287,NULL,11917176,512
Voorhees township,Camden,"Voorhees township, Camden County",2021,PSEG/ACE,87804858,150917469,3963475,1218697,243904499,SJG,7819211,4887003,9441,NULL,12715655,512
Waldwick borough,Bergen,"Waldwick borough, Bergen County",2015,PSEG,30307854,21484972,14106187,567692,66466705,PSEG,3728624,982242,62965,NULL,4773831,513
Waldwick borough,Bergen,"Waldwick borough, Bergen County",2016,PSEG,30036938,21119601,11637445,591944,63385928,PSEG,3395374,912770,55767,NULL,4363910,513
Waldwick borough,Bergen,"Waldwick borough, Bergen County",2017,PSEG,29092536,20660063,10165225,499399,60417223,PSEG,3429703,889640,56518,NULL,4375861,513
Waldwick borough,Bergen,"Waldwick borough, Bergen County",2018,PSEG,30784613,22082889,10198692,533706,63599900,PSEG,3805436,991373,67432,NULL,4864241,513
Waldwick borough,Bergen,"Waldwick borough, Bergen County",2019,PSEG,29309879,21759829,8723622,508600,60301930,PSEG,3677729,943877,63289,NULL,4684895,513
Waldwick borough,Bergen,"Waldwick borough, Bergen County",2020,PSEG,30774123,20706039,8759592,492040,60731794,PSEG,3344624,774792,61075,NULL,4180490,513
